,hotel_name,reviews,label,reviews_fixed,tokenized_reviews,stop_words_removed,stop_words_removed_lemmatized,stop_words_removed_stemmed
2980,seattle-hotel-100562-review-40.json_16,Thanks for our ruined Aniversary Seattle Sheraton.,0,Thanks for our ruined Aniversary Seattle Sheraton,"['thanks', 'for', 'our', 'ruined', 'aniversary', 'seattle', 'sheraton']","['thanks', 'ruined', 'aniversary', 'seattle', 'sheraton']","['thanks', 'ruin', 'aniversary', 'seattle', 'sheraton']","['thank', 'ruin', 'aniversari', 'seattl', 'sheraton']"
2981,seattle-hotel-100562-review-40.json_17,Next time We will stay at the Camlin or one of the other real 4 Star hotels in the same area!!!!!!!!,0,Next time We will stay at the Camlin or one of the other real Star hotels in the same area,"['next', 'time', 'we', 'will', 'stay', 'at', 'the', 'camlin', 'or', 'one', 'of', 'the', 'other', 'real', 'star', 'hotels', 'in', 'the', 'same', 'area']","['next', 'time', 'stay', 'camlin', 'one', 'real', 'star', 'hotels', 'area']","['next', 'time', 'stay', 'camlin', 'one', 'real', 'star', 'hotel', 'area']","['next', 'time', 'stay', 'camlin', 'one', 'real', 'star', 'hotel', 'area']"
2982,seattle-hotel-100562-review-41.json_0,"Rooms are spacious, clean and elegant.",0,Rooms are spacious clean and elegant,"['rooms', 'are', 'spacious', 'clean', 'and', 'elegant']","['rooms', 'spacious', 'clean', 'elegant']","['room', 'spacious', 'clean', 'elegant']","['room', 'spaciou', 'clean', 'eleg']"
2983,seattle-hotel-100562-review-41.json_1,"Great hotel Lobby and pretty big hotel with numerous elevators, so you dont have to wait much.",0,Great hotel Lobby and pretty big hotel with numerous elevators so you do not have to wait much,"['great', 'hotel', 'lobby', 'and', 'pretty', 'big', 'hotel', 'with', 'numerous', 'elevators', 'so', 'you', 'do', 'not', 'have', 'to', 'wait', 'much']","['great', 'hotel', 'lobby', 'pretty', 'big', 'hotel', 'numerous', 'elevators', 'wait', 'much']","['great', 'hotel', 'lobby', 'pretty', 'big', 'hotel', 'numerous', 'elevator', 'wait', 'much']","['great', 'hotel', 'lobbi', 'pretti', 'big', 'hotel', 'numer', 'elev', 'wait', 'much']"
2984,seattle-hotel-100562-review-42.json_0,The Sheraton Hotel is in a prime location in the heart of downtown Seattle.,0,The Sheraton Hotel is in prime location in the heart of downtown Seattle,"['the', 'sheraton', 'hotel', 'is', 'in', 'prime', 'location', 'in', 'the', 'heart', 'of', 'downtown', 'seattle']","['sheraton', 'hotel', 'prime', 'location', 'heart', 'downtown', 'seattle']","['sheraton', 'hotel', 'prime', 'location', 'heart', 'downtown', 'seattle']","['sheraton', 'hotel', 'prime', 'locat', 'heart', 'downtown', 'seattl']"
2985,seattle-hotel-100562-review-42.json_1,It is so convenient for shopping and an easy stroll away from the Pike Place Market.,0,It is so convenient for shopping and an easy stroll away from the Pike Place Market,"['it', 'is', 'so', 'convenient', 'for', 'shopping', 'and', 'an', 'easy', 'stroll', 'away', 'from', 'the', 'pike', 'place', 'market']","['convenient', 'shopping', 'easy', 'stroll', 'away', 'pike', 'place', 'market']","['convenient', 'shopping', 'easy', 'stroll', 'away', 'pike', 'place', 'market']","['conveni', 'shop', 'easi', 'stroll', 'away', 'pike', 'place', 'market']"
2986,seattle-hotel-100562-review-42.json_2,I have stayed at the hotel many times,0,have stayed at the hotel many times,"['have', 'stayed', 'at', 'the', 'hotel', 'many', 'times']","['stayed', 'hotel', 'many', 'times']","['stayed', 'hotel', 'many', 'time']","['stay', 'hotel', 'mani', 'time']"
2987,seattle-hotel-100562-review-42.json_3,and the staff have always been professional and courteous.,0,and the staff have always been professional and courteous,"['and', 'the', 'staff', 'have', 'always', 'been', 'professional', 'and', 'courteous']","['staff', 'always', 'professional', 'courteous']","['staff', 'always', 'professional', 'courteous']","['staff', 'alway', 'profession', 'courteou']"
2988,seattle-hotel-100562-review-42.json_4,The opening of the new Pine Street tower and completion of the lobby renovations have added to the attractiveness of the hotel.,0,The opening of the new Pine Street tower and completion of the lobby renovations have added to the attractiveness of the hotel,"['the', 'opening', 'of', 'the', 'new', 'pine', 'street', 'tower', 'and', 'completion', 'of', 'the', 'lobby', 'renovations', 'have', 'added', 'to', 'the', 'attractiveness', 'of', 'the', 'hotel']","['opening', 'new', 'pine', 'street', 'tower', 'completion', 'lobby', 'renovations', 'added', 'attractiveness', 'hotel']","['open', 'new', 'pine', 'street', 'tower', 'completion', 'lobby', 'renovation', 'add', 'attractiveness', 'hotel']","['open', 'new', 'pine', 'street', 'tower', 'complet', 'lobbi', 'renov', 'ad', 'attract', 'hotel']"
2989,seattle-hotel-100562-review-42.json_5,The room decor is very comfortable,0,The room decor is very comfortable,"['the', 'room', 'decor', 'is', 'very', 'comfortable']","['room', 'decor', 'comfortable']","['room', 'decor', 'comfortable']","['room', 'decor', 'comfort']"
2990,seattle-hotel-100562-review-42.json_6,and furnishings are well thought out.,0,and furnishings are we will thought out,"['and', 'furnishings', 'are', 'we', 'will', 'thought', 'out']","['furnishings', 'thought']","['furnishing', 'think']","['furnish', 'thought']"
2991,seattle-hotel-100562-review-42.json_7,I really liked the new Bliss Mandarin Mint bath products.,0,really liked the new Bliss Mandarin Mint bath products,"['really', 'liked', 'the', 'new', 'bliss', 'mandarin', 'mint', 'bath', 'products']","['really', 'liked', 'new', 'bliss', 'mandarin', 'mint', 'bath', 'products']","['really', 'liked', 'new', 'bliss', 'mandarin', 'mint', 'bath', 'product']","['realli', 'like', 'new', 'bliss', 'mandarin', 'mint', 'bath', 'product']"
2992,seattle-hotel-100562-review-43.json_0,I had to stay at this hotel for two weeks for my job,0,had to stay at this hotel for two weeks for my job,"['had', 'to', 'stay', 'at', 'this', 'hotel', 'for', 'two', 'weeks', 'for', 'my', 'job']","['stay', 'hotel', 'two', 'weeks', 'job']","['stay', 'hotel', 'two', 'week', 'job']","['stay', 'hotel', 'two', 'week', 'job']"
2993,seattle-hotel-100562-review-43.json_1,"and the hotel was wonderful,",0,and the hotel was wonderful,"['and', 'the', 'hotel', 'was', 'wonderful']","['hotel', 'wonderful']","['hotel', 'wonderful']","['hotel', 'wonder']"
2994,seattle-hotel-100562-review-43.json_2,the service was great the only mistake was one day the room was not clean when I returned that afternoon,0,the service was great the only mistake was one day the room was not clean when returned that afternoon,"['the', 'service', 'was', 'great', 'the', 'only', 'mistake', 'was', 'one', 'day', 'the', 'room', 'was', 'not', 'clean', 'when', 'returned', 'that', 'afternoon']","['service', 'great', 'mistake', 'one', 'day', 'room', 'clean', 'returned', 'afternoon']","['service', 'great', 'mistake', 'one', 'day', 'room', 'clean', 'return', 'afternoon']","['servic', 'great', 'mistak', 'one', 'day', 'room', 'clean', 'return', 'afternoon']"
2995,seattle-hotel-100562-review-43.json_3,but the service desk quickly fix that error and offered my a free movie.,0,but the service desk quickly fix that error and offered my free movie,"['but', 'the', 'service', 'desk', 'quickly', 'fix', 'that', 'error', 'and', 'offered', 'my', 'free', 'movie']","['service', 'desk', 'quickly', 'fix', 'error', 'offered', 'free', 'movie']","['service', 'desk', 'quickly', 'fix', 'error', 'offer', 'free', 'movie']","['servic', 'desk', 'quickli', 'fix', 'error', 'offer', 'free', 'movi']"
2996,seattle-hotel-100562-review-43.json_4,My wife and I did a lot of walking,0,My wife and did lot of walking,"['my', 'wife', 'and', 'did', 'lot', 'of', 'walking']","['wife', 'lot', 'walking']","['wife', 'lot', 'walk']","['wife', 'lot', 'walk']"
2997,seattle-hotel-100562-review-43.json_5,and the hotel is in a great area of town.,0,and the hotel is in great area of town,"['and', 'the', 'hotel', 'is', 'in', 'great', 'area', 'of', 'town']","['hotel', 'great', 'area', 'town']","['hotel', 'great', 'area', 'town']","['hotel', 'great', 'area', 'town']"
2998,seattle-hotel-100562-review-43.json_6,The Market and Mall are all in walking distance,0,The Market and Mall are all in walking distance,"['the', 'market', 'and', 'mall', 'are', 'all', 'in', 'walking', 'distance']","['market', 'mall', 'walking', 'distance']","['market', 'mall', 'walk', 'distance']","['market', 'mall', 'walk', 'distanc']"
2999,seattle-hotel-100562-review-43.json_7,and if you wanted to take a long stroll you could even walk to the tower.,1,and if you wanted to take long stroll you could even walk to the tower,"['and', 'if', 'you', 'wanted', 'to', 'take', 'long', 'stroll', 'you', 'could', 'even', 'walk', 'to', 'the', 'tower']","['wanted', 'take', 'long', 'stroll', 'could', 'even', 'walk', 'tower']","['wanted', 'take', 'long', 'stroll', 'could', 'even', 'walk', 'tower']","['want', 'take', 'long', 'stroll', 'could', 'even', 'walk', 'tower']"
3000,seattle-hotel-100562-review-44.json_0,I've stayed at the Sheraton Seattle numerous times on business over the last 3 years.,0,have stayed at the Sheraton Seattle numerous times on business over the last years,"['have', 'stayed', 'at', 'the', 'sheraton', 'seattle', 'numerous', 'times', 'on', 'business', 'over', 'the', 'last', 'years']","['stayed', 'sheraton', 'seattle', 'numerous', 'times', 'business', 'last', 'years']","['stay', 'sheraton', 'seattle', 'numerous', 'time', 'business', 'last', 'year']","['stay', 'sheraton', 'seattl', 'numer', 'time', 'busi', 'last', 'year']"
3001,seattle-hotel-100562-review-44.json_1,"I used to really enjoy it,",0,used to really enjoy it,"['used', 'to', 'really', 'enjoy', 'it']","['used', 'really', 'enjoy']","['use', 'really', 'enjoy']","['use', 'realli', 'enjoy']"
3002,seattle-hotel-100562-review-44.json_2,but it has progressively gone down hill in my opinion.,0,but it has progressively gone down hill in my opinion,"['but', 'it', 'has', 'progressively', 'gone', 'down', 'hill', 'in', 'my', 'opinion']","['progressively', 'gone', 'hill', 'opinion']","['progressively', 'go', 'hill', 'opinion']","['progress', 'gone', 'hill', 'opinion']"
3003,seattle-hotel-100562-review-44.json_3,"Unfortunately,.",0,Unfortunately,['unfortunately'],['unfortunately'],['unfortunately'],['unfortun']
3004,seattle-hotel-100562-review-44.json_4,"my last stay will likely be my last, despite the location, which is closest to my office.",0,my last stay will likely be my last despite the location which is closest to my office,"['my', 'last', 'stay', 'will', 'likely', 'be', 'my', 'last', 'despite', 'the', 'location', 'which', 'is', 'closest', 'to', 'my', 'office']","['last', 'stay', 'likely', 'last', 'despite', 'location', 'closest', 'office']","['last', 'stay', 'likely', 'last', 'despite', 'location', 'closest', 'office']","['last', 'stay', 'like', 'last', 'despit', 'locat', 'closest', 'offic']"
3005,seattle-hotel-100562-review-44.json_5,"This last visit the hotel was packed, so there was a huge wait to check in, even late at night, and with my SPG status.",0,This last visit the hotel was packed so there was huge wait to check in even late at night and with my SPG status,"['this', 'last', 'visit', 'the', 'hotel', 'was', 'packed', 'so', 'there', 'was', 'huge', 'wait', 'to', 'check', 'in', 'even', 'late', 'at', 'night', 'and', 'with', 'my', 'spg', 'status']","['last', 'visit', 'hotel', 'packed', 'huge', 'wait', 'check', 'even', 'late', 'night', 'spg', 'status']","['last', 'visit', 'hotel', 'pack', 'huge', 'wait', 'check', 'even', 'late', 'night', 'spg', 'status']","['last', 'visit', 'hotel', 'pack', 'huge', 'wait', 'check', 'even', 'late', 'night', 'spg', 'statu']"
3006,seattle-hotel-100562-review-44.json_6,"The room I received was one of the larger suites,",0,The room received was one of the larger suites,"['the', 'room', 'received', 'was', 'one', 'of', 'the', 'larger', 'suites']","['room', 'received', 'one', 'larger', 'suites']","['room', 'receive', 'one', 'large', 'suite']","['room', 'receiv', 'one', 'larger', 'suit']"
3007,seattle-hotel-100562-review-44.json_7,but it was really just a huge waste of space.,0,but it was really just huge waste of space,"['but', 'it', 'was', 'really', 'just', 'huge', 'waste', 'of', 'space']","['really', 'huge', 'waste', 'space']","['really', 'huge', 'waste', 'space']","['realli', 'huge', 'wast', 'space']"
3008,seattle-hotel-100562-review-44.json_8,The layout of the furniture was spartan at best.,0,The layout of the furniture was spartan at best,"['the', 'layout', 'of', 'the', 'furniture', 'was', 'spartan', 'at', 'best']","['layout', 'furniture', 'spartan', 'best']","['layout', 'furniture', 'spartan', 'best']","['layout', 'furnitur', 'spartan', 'best']"
3009,seattle-hotel-100562-review-44.json_9,"Most disturbingly, the room reeked of mildew and the linens seemed old and tired, long overdue for replacement.",0,Most disturbingly the room reeked of mildew and the linens seemed old and tired long overdue for replacement,"['most', 'disturbingly', 'the', 'room', 'reeked', 'of', 'mildew', 'and', 'the', 'linens', 'seemed', 'old', 'and', 'tired', 'long', 'overdue', 'for', 'replacement']","['disturbingly', 'room', 'reeked', 'mildew', 'linens', 'seemed', 'old', 'tired', 'long', 'overdue', 'replacement']","['disturbingly', 'room', 'reek', 'mildew', 'linen', 'seem', 'old', 'tired', 'long', 'overdue', 'replacement']","['disturbingli', 'room', 'reek', 'mildew', 'linen', 'seem', 'old', 'tire', 'long', 'overdu', 'replac']"
3010,seattle-hotel-100562-review-44.json_10,"This property is undergoing an expansion, so construction noise was also a problem.",0,This property is undergoing an expansion so construction noise was also problem,"['this', 'property', 'is', 'undergoing', 'an', 'expansion', 'so', 'construction', 'noise', 'was', 'also', 'problem']","['property', 'undergoing', 'expansion', 'construction', 'noise', 'also', 'problem']","['property', 'undergoing', 'expansion', 'construction', 'noise', 'also', 'problem']","['properti', 'undergo', 'expans', 'construct', 'nois', 'also', 'problem']"
3011,seattle-hotel-100562-review-44.json_11,"After 1 night, the mildew was aggravating my allergies, so i asked to be switched to a different room.",0,After night the mildew was aggravating my allergies so asked to be switched to different room,"['after', 'night', 'the', 'mildew', 'was', 'aggravating', 'my', 'allergies', 'so', 'asked', 'to', 'be', 'switched', 'to', 'different', 'room']","['night', 'mildew', 'aggravating', 'allergies', 'asked', 'switched', 'different', 'room']","['night', 'mildew', 'aggravate', 'allergy', 'ask', 'switched', 'different', 'room']","['night', 'mildew', 'aggrav', 'allergi', 'ask', 'switch', 'differ', 'room']"
3012,seattle-hotel-100562-review-44.json_12,"The room I was moved to was tiny, cramped and dark, and the view looked out on to a lower rooftop, where at 6 am,",0,The room was moved to was tiny cramped and dark and the view looked out on to lower rooftop where at am,"['the', 'room', 'was', 'moved', 'to', 'was', 'tiny', 'cramped', 'and', 'dark', 'and', 'the', 'view', 'looked', 'out', 'on', 'to', 'lower', 'rooftop', 'where', 'at', 'am']","['room', 'moved', 'tiny', 'cramped', 'dark', 'view', 'looked', 'lower', 'rooftop']","['room', 'move', 'tiny', 'cramped', 'dark', 'view', 'look', 'low', 'rooftop']","['room', 'move', 'tini', 'cramp', 'dark', 'view', 'look', 'lower', 'rooftop']"
3013,seattle-hotel-100562-review-44.json_13,a construction crew convened.,0,construction crew convened,"['construction', 'crew', 'convened']","['construction', 'crew', 'convened']","['construction', 'crew', 'convene']","['construct', 'crew', 'conven']"
3014,seattle-hotel-100562-review-44.json_14,"At $279 a night, I expect more.",0,At 279 night expect more,"['at', '279', 'night', 'expect', 'more']","['279', 'night', 'expect']","['279', 'night', 'expect']","['279', 'night', 'expect']"
3015,seattle-hotel-100562-review-44.json_15,I won't be staying at this Sheraton again anytime soon.,0,will not be staying at this Sheraton again anytime soon,"['will', 'not', 'be', 'staying', 'at', 'this', 'sheraton', 'again', 'anytime', 'soon']","['staying', 'sheraton', 'anytime', 'soon']","['stay', 'sheraton', 'anytime', 'soon']","['stay', 'sheraton', 'anytim', 'soon']"
3016,seattle-hotel-100562-review-45.json_0,Lovely room.,0,Lovely room,"['lovely', 'room']","['lovely', 'room']","['lovely', 'room']","['love', 'room']"
3017,seattle-hotel-100562-review-45.json_1,We were disappointed when we checked in,0,We we are disappointed when we checked in,"['we', 'we', 'are', 'disappointed', 'when', 'we', 'checked', 'in']","['disappointed', 'checked']","['disappointed', 'check']","['disappoint', 'check']"
3018,seattle-hotel-100562-review-45.json_2,and I asked where the pool is located to be told the pool is closed for remodeling until September or October.,0,and asked where the pool is located to be told the pool is closed for remodeling until September or October,"['and', 'asked', 'where', 'the', 'pool', 'is', 'located', 'to', 'be', 'told', 'the', 'pool', 'is', 'closed', 'for', 'remodeling', 'until', 'september', 'or', 'october']","['asked', 'pool', 'located', 'told', 'pool', 'closed', 'remodeling', 'september', 'october']","['ask', 'pool', 'locate', 'tell', 'pool', 'close', 'remodel', 'september', 'october']","['ask', 'pool', 'locat', 'told', 'pool', 'close', 'remodel', 'septemb', 'octob']"
3019,seattle-hotel-100562-review-45.json_3,"I had called the Starwood reservations line directly in July and asked which of the Starwood hotels in Seattle had the best pool, picked the Sheraton based on their advice, told my daughter that she could go swimming,",0,had called the Starwood reservations line directly in July and asked which of the Starwood hotels in Seattle had the best pool picked the Sheraton based on their advice told my daughter that she could go swimming,"['had', 'called', 'the', 'starwood', 'reservations', 'line', 'directly', 'in', 'july', 'and', 'asked', 'which', 'of', 'the', 'starwood', 'hotels', 'in', 'seattle', 'had', 'the', 'best', 'pool', 'picked', 'the', 'sheraton', 'based', 'on', 'their', 'advice', 'told', 'my', 'daughter', 'that', 'she', 'could', 'go', 'swimming']","['called', 'starwood', 'reservations', 'line', 'directly', 'july', 'asked', 'starwood', 'hotels', 'seattle', 'best', 'pool', 'picked', 'sheraton', 'based', 'advice', 'told', 'daughter', 'could', 'go', 'swimming']","['call', 'starwood', 'reservation', 'line', 'directly', 'july', 'ask', 'starwood', 'hotel', 'seattle', 'best', 'pool', 'pick', 'sheraton', 'base', 'advice', 'tell', 'daughter', 'could', 'go', 'swim']","['call', 'starwood', 'reserv', 'line', 'directli', 'juli', 'ask', 'starwood', 'hotel', 'seattl', 'best', 'pool', 'pick', 'sheraton', 'base', 'advic', 'told', 'daughter', 'could', 'go', 'swim']"
3020,seattle-hotel-100562-review-45.json_4,only to find it was closed.,0,only to find it was closed,"['only', 'to', 'find', 'it', 'was', 'closed']","['find', 'closed']","['find', 'close']","['find', 'close']"
3021,seattle-hotel-100562-review-45.json_5,They did tell us we could go down and use the pool at the Westin,0,They did tell us we could go down and use the pool at the Westin,"['they', 'did', 'tell', 'us', 'we', 'could', 'go', 'down', 'and', 'use', 'the', 'pool', 'at', 'the', 'westin']","['tell', 'us', 'could', 'go', 'use', 'pool', 'westin']","['tell', 'us', 'could', 'go', 'use', 'pool', 'westin']","['tell', 'us', 'could', 'go', 'use', 'pool', 'westin']"
3022,seattle-hotel-100562-review-45.json_6,but that just seemed like a mission since we only had one full day in Seattle at the tail end of this trip.,0,but that just seemed like mission since we only had one full day in Seattle at the tail end of this trip,"['but', 'that', 'just', 'seemed', 'like', 'mission', 'since', 'we', 'only', 'had', 'one', 'full', 'day', 'in', 'seattle', 'at', 'the', 'tail', 'end', 'of', 'this', 'trip']","['seemed', 'like', 'mission', 'since', 'one', 'full', 'day', 'seattle', 'tail', 'end', 'trip']","['seem', 'like', 'mission', 'since', 'one', 'full', 'day', 'seattle', 'tail', 'end', 'trip']","['seem', 'like', 'mission', 'sinc', 'one', 'full', 'day', 'seattl', 'tail', 'end', 'trip']"
3023,seattle-hotel-100562-review-45.json_7,"Pool issue aside, there is a lot to like about this hotel.",0,Pool issue aside there is lot to like about this hotel,"['pool', 'issue', 'aside', 'there', 'is', 'lot', 'to', 'like', 'about', 'this', 'hotel']","['pool', 'issue', 'aside', 'lot', 'like', 'hotel']","['pool', 'issue', 'aside', 'lot', 'like', 'hotel']","['pool', 'issu', 'asid', 'lot', 'like', 'hotel']"
3024,seattle-hotel-100562-review-45.json_8,"We were supposed to be on the club floor, but had been moved to the union tower as we arrived after midnight I wasnt in the mood to make a fuss.",0,We we are supposed to be on the club floor but had been moved to the union tower as we arrived after midnight was not in the mood to make fuss,"['we', 'we', 'are', 'supposed', 'to', 'be', 'on', 'the', 'club', 'floor', 'but', 'had', 'been', 'moved', 'to', 'the', 'union', 'tower', 'as', 'we', 'arrived', 'after', 'midnight', 'was', 'not', 'in', 'the', 'mood', 'to', 'make', 'fuss']","['supposed', 'club', 'floor', 'moved', 'union', 'tower', 'arrived', 'midnight', 'mood', 'make', 'fuss']","['suppose', 'club', 'floor', 'move', 'union', 'tower', 'arrive', 'midnight', 'mood', 'make', 'fuss']","['suppos', 'club', 'floor', 'move', 'union', 'tower', 'arriv', 'midnight', 'mood', 'make', 'fuss']"
3025,seattle-hotel-100562-review-45.json_9,We still got club room amenities - the breakfast was great,0,We still got club room amenities the breakfast was great,"['we', 'still', 'got', 'club', 'room', 'amenities', 'the', 'breakfast', 'was', 'great']","['still', 'got', 'club', 'room', 'amenities', 'breakfast', 'great']","['still', 'get', 'club', 'room', 'amenity', 'breakfast', 'great']","['still', 'got', 'club', 'room', 'amen', 'breakfast', 'great']"
3026,seattle-hotel-100562-review-45.json_10,and the staff were super.,0,and the staff we are super,"['and', 'the', 'staff', 'we', 'are', 'super']","['staff', 'super']","['staff', 'super']","['staff', 'super']"
3027,seattle-hotel-100562-review-45.json_11,We were told that the union tower rooms were newer and nicer,0,We we are told that the union tower rooms we are newer and nicer,"['we', 'we', 'are', 'told', 'that', 'the', 'union', 'tower', 'rooms', 'we', 'are', 'newer', 'and', 'nicer']","['told', 'union', 'tower', 'rooms', 'newer', 'nicer']","['tell', 'union', 'tower', 'room', 'new', 'nicer']","['told', 'union', 'tower', 'room', 'newer', 'nicer']"
3028,seattle-hotel-100562-review-45.json_12,"and we did have a lovely room with two very comfy beds, a flat screen tv and a nice bathroom.",0,and we did have lovely room with two very comfy beds flat screen tv and nice bathroom,"['and', 'we', 'did', 'have', 'lovely', 'room', 'with', 'two', 'very', 'comfy', 'beds', 'flat', 'screen', 'tv', 'and', 'nice', 'bathroom']","['lovely', 'room', 'two', 'comfy', 'beds', 'flat', 'screen', 'tv', 'nice', 'bathroom']","['lovely', 'room', 'two', 'comfy', 'bed', 'flat', 'screen', 'tv', 'nice', 'bathroom']","['love', 'room', 'two', 'comfi', 'bed', 'flat', 'screen', 'tv', 'nice', 'bathroom']"
3029,seattle-hotel-100562-review-45.json_13,There was a nice big desk area and two comfortable chairs in a seating area.,0,There was nice big desk area and two comfortable chairs in seating area,"['there', 'was', 'nice', 'big', 'desk', 'area', 'and', 'two', 'comfortable', 'chairs', 'in', 'seating', 'area']","['nice', 'big', 'desk', 'area', 'two', 'comfortable', 'chairs', 'seating', 'area']","['nice', 'big', 'desk', 'area', 'two', 'comfortable', 'chair', 'seat', 'area']","['nice', 'big', 'desk', 'area', 'two', 'comfort', 'chair', 'seat', 'area']"
3030,seattle-hotel-100562-review-45.json_14,The decor is quite masculine - sort of comfortable modern look I suppose,0,The decor is quite masculine sort of comfortable modern look suppose,"['the', 'decor', 'is', 'quite', 'masculine', 'sort', 'of', 'comfortable', 'modern', 'look', 'suppose']","['decor', 'quite', 'masculine', 'sort', 'comfortable', 'modern', 'look', 'suppose']","['decor', 'quite', 'masculine', 'sort', 'comfortable', 'modern', 'look', 'suppose']","['decor', 'quit', 'masculin', 'sort', 'comfort', 'modern', 'look', 'suppos']"
3031,seattle-hotel-100562-review-45.json_15,but it all worked and felt really comfortable.,0,but it all worked and felt really comfortable,"['but', 'it', 'all', 'worked', 'and', 'felt', 'really', 'comfortable']","['worked', 'felt', 'really', 'comfortable']","['work', 'felt', 'really', 'comfortable']","['work', 'felt', 'realli', 'comfort']"
3032,seattle-hotel-100562-review-45.json_16,"The lobby is really fun with a computer area, lots of comfortable seating,",0,The lobby is really fun with computer area lots of comfortable seating,"['the', 'lobby', 'is', 'really', 'fun', 'with', 'computer', 'area', 'lots', 'of', 'comfortable', 'seating']","['lobby', 'really', 'fun', 'computer', 'area', 'lots', 'comfortable', 'seating']","['lobby', 'really', 'fun', 'computer', 'area', 'lot', 'comfortable', 'seat']","['lobbi', 'realli', 'fun', 'comput', 'area', 'lot', 'comfort', 'seat']"
3033,seattle-hotel-100562-review-45.json_17,and these neat microsoft tables that are like huge touch screens with local maps etc. They were pretty cool.,0,and these neat microsoft tables that are like huge touch screens with local maps etc They we are pretty cool,"['and', 'these', 'neat', 'microsoft', 'tables', 'that', 'are', 'like', 'huge', 'touch', 'screens', 'with', 'local', 'maps', 'etc', 'they', 'we', 'are', 'pretty', 'cool']","['neat', 'microsoft', 'tables', 'like', 'huge', 'touch', 'screens', 'local', 'maps', 'etc', 'pretty', 'cool']","['neat', 'microsoft', 'table', 'like', 'huge', 'touch', 'screen', 'local', 'map', 'etc', 'pretty', 'cool']","['neat', 'microsoft', 'tabl', 'like', 'huge', 'touch', 'screen', 'local', 'map', 'etc', 'pretti', 'cool']"
3034,seattle-hotel-100562-review-45.json_18,"The location is great,",0,The location is great,"['the', 'location', 'is', 'great']","['location', 'great']","['location', 'great']","['locat', 'great']"
3035,seattle-hotel-100562-review-45.json_19,"we walked down to Pike market, walked over and caught the monorail to the Space Needle.",0,we walked down to Pike market walked over and caught the monorail to the Space Needle,"['we', 'walked', 'down', 'to', 'pike', 'market', 'walked', 'over', 'and', 'caught', 'the', 'monorail', 'to', 'the', 'space', 'needle']","['walked', 'pike', 'market', 'walked', 'caught', 'monorail', 'space', 'needle']","['walk', 'pike', 'market', 'walk', 'caught', 'monorail', 'space', 'needle']","['walk', 'pike', 'market', 'walk', 'caught', 'monorail', 'space', 'needl']"
3036,seattle-hotel-100562-review-45.json_20,We went up the space needle which my daughter loved!,0,We went up the space needle which my daughter loved,"['we', 'went', 'up', 'the', 'space', 'needle', 'which', 'my', 'daughter', 'loved']","['went', 'space', 'needle', 'daughter', 'loved']","['go', 'space', 'needle', 'daughter', 'love']","['went', 'space', 'needl', 'daughter', 'love']"
3037,seattle-hotel-100562-review-45.json_21,There are lots of great shops around the hotel.,0,There are lots of great shops around the hotel,"['there', 'are', 'lots', 'of', 'great', 'shops', 'around', 'the', 'hotel']","['lots', 'great', 'shops', 'around', 'hotel']","['lot', 'great', 'shop', 'around', 'hotel']","['lot', 'great', 'shop', 'around', 'hotel']"
3038,seattle-hotel-100562-review-45.json_22,I would stay here again - particularly once the pool reopens ;)!,0,would stay here again particularly once the pool reopens,"['would', 'stay', 'here', 'again', 'particularly', 'once', 'the', 'pool', 'reopens']","['would', 'stay', 'particularly', 'pool', 'reopens']","['would', 'stay', 'particularly', 'pool', 'reopens']","['would', 'stay', 'particularli', 'pool', 'reopen']"
3039,seattle-hotel-100562-review-45.json_23,"It was a comfortable, spotlessly clean, well located hotel, great value for the price we paid (an online special summer rate).",0,It was comfortable spotlessly clean we will located hotel great value for the price we paid an online special summer rate,"['it', 'was', 'comfortable', 'spotlessly', 'clean', 'we', 'will', 'located', 'hotel', 'great', 'value', 'for', 'the', 'price', 'we', 'paid', 'an', 'online', 'special', 'summer', 'rate']","['comfortable', 'spotlessly', 'clean', 'located', 'hotel', 'great', 'value', 'price', 'paid', 'online', 'special', 'summer', 'rate']","['comfortable', 'spotlessly', 'clean', 'locate', 'hotel', 'great', 'value', 'price', 'pay', 'online', 'special', 'summer', 'rate']","['comfort', 'spotlessli', 'clean', 'locat', 'hotel', 'great', 'valu', 'price', 'paid', 'onlin', 'special', 'summer', 'rate']"
3040,seattle-hotel-100562-review-46.json_0,"Got a deal on hotwire for two days:Great location, very good service, ok room.",0,Got deal on hotwire for two days Great location very good service ok room,"['got', 'deal', 'on', 'hotwire', 'for', 'two', 'days', 'great', 'location', 'very', 'good', 'service', 'ok', 'room']","['got', 'deal', 'hotwire', 'two', 'days', 'great', 'location', 'good', 'service', 'ok', 'room']","['get', 'deal', 'hotwire', 'two', 'day', 'great', 'location', 'good', 'service', 'ok', 'room']","['got', 'deal', 'hotwir', 'two', 'day', 'great', 'locat', 'good', 'servic', 'ok', 'room']"
3041,seattle-hotel-100562-review-46.json_1,"We had an appointment to which we were late,",0,We had an appointment to which we we are late,"['we', 'had', 'an', 'appointment', 'to', 'which', 'we', 'we', 'are', 'late']","['appointment', 'late']","['appointment', 'late']","['appoint', 'late']"
