,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Cleaned Data
302,302,[10],0.8853999972343445,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night",One thing you must ask for when checking in is a Majestic Passport.,one thing must ask check majestic passport
303,303,[5],0.8690000176429749,"room, get, stay, go, tip, staff, good, book, check, like",Do beware that a soda at the bar will cost you $3.56 before tip,beware soda bar cost 56 tip
304,304,[1],0.8853999972343445,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book",If you want to have the most relaxing and wonderful vacation ever come to Secrets,want relax wonderful vacation ever come secret
305,305,[6],0.958299994468689,"hotel, look, place, would, room, upgrade, recommend, street, good, really",Hotel is down some side streets 5 minute walk away from the main street of La Rambla with its metro stop of Liceu - so you are within easy reach of the rest of the City via the metro.,hotel side street minute walk away main street laugh lot rambla metro stop liceu within easy reach rest city via metro
306,306,[5],0.770799994468689,"room, get, stay, go, tip, staff, good, book, check, like",just keep your wits about you and you will have no problems.,keep wit problem
307,307,[9],0.90829998254776,"room, stay, go, hotel, look, leave, price, service, expect, place",go through the large gate and to the left is a lovely little outside bar area ___�_�___?,go large gate leave lovely little outside bar area
308,308,[8],0.954200029373169,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla",Would advise taking a stroll in the opposite direction to La Rambla and exploring the area were you will stumble across the most wonderful bars and restaurants at much better value.,would advise take stroll opposite direction laugh lot rambla explore area stumble across wonderful bar restaurant much good value
309,309,[7],0.6944000124931335,"would, recommend, hotel, room, stay, need, view, like, make, nice",would recommend.,would recommend
310,310,[11],0.9427000284194946,"room, get, one, take, tip, hotel, use, good, could, drink","One word of caution - drink lots of bottled water and watch the food preparation, making sure your food has been cooked all the way.",one word caution drink lot bottle water watch food preparation making sure food cook way
311,311,[2],0.8471999764442444,"go, breakfast, want, think, look, block, get, recommend, around, best",So dont always think that booking early is the best.,always think book early best
312,312,[10],0.934499979019165,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night","Beware - If paying the buffet breakfast was poor value, Ok for cereals and fruit,poor quality cooked breakfast.",beware pay buffet breakfast poor value ok cereal fruit poor quality cook breakfast
313,313,[3],0.8690000176429749,"good, hotel, would, walk, free, take, minute, recommend, berlin, make",Waikiki is small and you can walk to the beach in a short time.,waikiki small walk beach short time
314,314,[1],0.916700005531311,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book","However, be prepared that most restaurants and hotels are working at half of their usual staff since Katrina.",however prepared restaurant hotel work half usual staff since katrina
315,315,[7],0.8690000176429749,"would, recommend, hotel, room, stay, need, view, like, make, nice",Made an excellent recommendation or dinner-Tommys...you have to eat there,make excellent recommendation dinner tommys eat
316,316,[5],0.8166999816894531,"room, get, stay, go, tip, staff, good, book, check, like",Stay in courtyard room-very quiet.,stay courtyard room quiet
317,317,[7],0.9236000180244446,"would, recommend, hotel, room, stay, need, view, like, make, nice",Go to Spa Aria at tehhOtel MOnteleone...wonderful services there Eat at Muriels and Tommys You wont be disappointed,go spa aria tehhotel monteleone wonderful service eat muriels tommys disappointed
318,318,[7],0.8981000185012817,"would, recommend, hotel, room, stay, need, view, like, make, nice",Dont hesitate to stay here unless you are upper class American and only expect the very very best.,hesitate stay unless upper class american expect best
319,319,[9],0.8853999972343445,"room, stay, go, hotel, look, leave, price, service, expect, place",If you expect 5 star service then dont leave your country where you have all the modern facilities.,expect star service leave country modern facility
320,320,[5],0.8853999972343445,"room, get, stay, go, tip, staff, good, book, check, like",So bottom line is if you are an average american like me go to this resort.,bottom line average american like go resort
321,321,[1],0.8166999816894531,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book",And please ignore the negative comments.,please ignore negative comment
322,322,[5],0.9460999965667725,"room, get, stay, go, tip, staff, good, book, check, like",If you can get the rate this is a great stopover and the staff have a lot of nice touches like getting us some water for the cab ride back to the airport.,get rate great stopover staff lot nice touch like get us water cab ride back airport
323,323,[3],0.960099995136261,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","Tip-join their members club ,free, via their website before you book, and then you truly get treated royally .i.e upgrade to suites, free calls, free welcome snacks, daily papers etc.",tip join member club free via website book truly get treat royally upgrade suite free call free welcome snack daily paper etc
324,324,[4],0.8690000176429749,"stay, room, hotel, would, get, recommend, want, need, go, one",Ask for room with an odd number thats starts over 13.,ask room odd number start 13
325,325,[4],0.9294999837875366,"stay, room, hotel, would, get, recommend, want, need, go, one","If you dont want to stay in a hi tech hotel ,of which there are many in Madrid, and prefer a bit of old Spain - stay here.",want stay hi tech hotel many madrid prefer bit old spain stay
326,326,[7],0.8981000185012817,"would, recommend, hotel, room, stay, need, view, like, make, nice",I would recommend this hotel to anyone who likes a bit of style and comfort.,would recommend hotel anyone likes bit style comfort
327,327,[4],0.9388999938964844,"stay, room, hotel, would, get, recommend, want, need, go, one",Also this is a safer area than say- Sol and the Gran Via-where I saw an attempt at pic-pocketing etc at night time.,also safer area say sol gran via saw attempt pic pocket etc night time
328,328,[9],0.770799994468689,"room, stay, go, hotel, look, leave, price, service, expect, place",Be careful where you stay in this city.,careful stay city
329,329,[1],0.934499979019165,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book",I highly recommend this hotel for families and/or friends who want to hang out together instead of booking small separate rooms.,highly recommend hotel family friends want hang together instead book small separate room
330,330,[5],0.7060999870300293,"room, get, stay, go, tip, staff, good, book, check, like","Our room was beautiful and spacious and if you can afford it, I highly recommend the bigger room when staying with children.",room beautiful spacious afford highly recommend big room stay child
331,331,[8],0.8471999764442444,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla","You can rent innertubes or floats ,about $10 for the day each,.",rent innertubes float 10 day
332,332,[6],0.4478999972343445,"hotel, look, place, would, room, upgrade, recommend, street, good, really",Dont expect ANYTHING to be included.,expect anything included
333,333,[3],0.916700005531311,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","If you do stay there and even if you dont, make sure you have dinner at House of Nanking on Kearny - excellent",stay even dont make sure dinner house nanking kearny excellent
334,334,[6],0.8166999816894531,"hotel, look, place, would, room, upgrade, recommend, street, good, really","If you can, upgrade to an Ocean Front Room",upgrade ocean front room
335,335,[4],0.934499979019165,"stay, room, hotel, would, get, recommend, want, need, go, one","The pools were very clean, but you had to get up at 5am to put your towel on a loung chair or you wouldnt get one by the pool or under an umbrella.",pool clean get 5 put towel loung chair would get one pool umbrella
336,336,[10],0.8471999764442444,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night",We highly recommend the Clarendon Hotel and Suites.,highly recommend clarendon hotel suite
337,337,[0],0.8981000185012817,"time, room, check, stay, metro, anything, less, go, good, arrive",Just fill out the card with the time slot you wish your breakfast to arrive at your room.,fill card time slot wish breakfast arrive room
338,338,[4],0.8166999816894531,"stay, room, hotel, would, get, recommend, want, need, go, one",So if you are wanting a pool I dont suggest booking here.,want pool suggest book
339,339,[7],0.9632999897003174,"would, recommend, hotel, room, stay, need, view, like, make, nice","For the best breakfast tun left as you leave the hotel and walk up to where the small bridge crosses the road at Grand Central Station under this bridge straight across from the station you get the most fantastic breakfast, be early it gets very busy.",best breakfast tun leave leave hotel walk small bridge cross road grand central station bridge straight across station get fantastic breakfast early get busy
340,340,[0],0.9294999837875366,"time, room, check, stay, metro, anything, less, go, good, arrive",Ps Do the circle line boat tour to see the statue of liberty and the new york skyline it is fantastic.,postscript circle line boat tour see statue liberty new york skyline fantastic
341,341,[2],0.8166999816894531,"go, breakfast, want, think, look, block, get, recommend, around, best",Ill recommend it to everyone heading to the City.,recommend everyone head city
342,342,[1],0.8853999972343445,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book",PARKING: is $43 plus tax per day; watch out,park 43 plus tax per day watch
343,343,[7],0.51910001039505,"would, recommend, hotel, room, stay, need, view, like, make, nice",I highly recommend this hotel especially for couples.,highly recommend hotel especially couple
344,344,[3],0.8690000176429749,"good, hotel, would, walk, free, take, minute, recommend, berlin, make",There are some cons about this hotel - REMEMBER - if you drive down your parking is NOT FREE,con hotel remember drive parking free
345,345,[1],0.8853999972343445,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book",This is a great hotel if you want to stay somewhere a little different.,great hotel want stay somewhere little different
346,346,[3],0.9294999837875366,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","The manager should have been promoted long ago,-I will never again meet such a Man who was so happy to help and rectify any problems- he was wonderful.",manager promote long ago never meet man happy help rectify problem wonderful
347,347,[11],0.90829998254776,"room, get, one, take, tip, hotel, use, good, could, drink",This hotel is recommended for budget travelers who do not mind to carry on your own luggages to the room and during check out.,hotel recommend budget traveler mind carry luggage room check
348,348,[8],0.9294999837875366,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla","I highly recommend the hotel, especially at the priceline rate of $55.00 per night ,+ tax and fees,.",highly recommend hotel especially priceline rate 55 00 per night tax fee
349,349,[6],0.934499979019165,"hotel, look, place, would, room, upgrade, recommend, street, good, really","If you want an upgrade room, join the Guest Select program, and you will be sent a coupon for a free room upgrade coupon.",want upgrade room join guest select program send coupon free room upgrade coupon
350,350,[1],0.8853999972343445,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book","after making the reservation, call the hotel and advise you have an upgrade coupon.",make reservation call hotel advise upgrade coupon
351,351,[4],0.9563000202178955,"stay, room, hotel, would, get, recommend, want, need, go, one",Like others have already done so I would recommend Johns Cafe for breakfast and there is also a great 24 hour deli/store on the corner of 44th and 2nd.,like others already do would recommend john cafe breakfast also great 24 hour deli store corner 44 th 2 nd
352,352,[5],0.8166999816894531,"room, get, stay, go, tip, staff, good, book, check, like",SAVE YOUR MONEY AND GO ELSEWHERE.,save money go elsewhere
353,353,[8],0.9236000180244446,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla","AS A MATTER OF FACT, AVOID ALL SECRETS RESORTS, AS THEY ARE BUILDING WITHIN PLAYA DEL CARMEN, AND HAVE OTHER RESORTS.",matter fact avoid secret resort building within playa del carmen resort
354,354,[10],0.6948000192642212,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night","I understand things happen, an apology would have been nice.",understand thing happen apology would nice
355,355,[8],0.8981000185012817,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla",My recommendation - spring for the extra money - the full ocean view is well worth it,recommendation spring extra money full ocean view worth
356,356,[8],0.9427000284194946,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla",The rooms can be a bit small but I suggest ocean view only since the other rooms face high rises and this defeats the purpose of being in a tropical setting.,room bite small suggest ocean view since room face high rise defeat purpose tropical setting
357,357,[4],0.9646999835968018,"stay, room, hotel, would, get, recommend, want, need, go, one","Overall, if cost is a main concern, and you want stay in a basic room for $50 with decent service, in an acceptable neighborhood, then you apparently dont have enough $$$ to stay in a San Francisco hotel, try an upgrade to a local hostel, or stay home.",overall cost main concern want stay basic room 50 decent service acceptable neighborhood apparently enough stay san francisco hotel try upgrade local hostel stay home
358,358,[4],0.8853999972343445,"stay, room, hotel, would, get, recommend, want, need, go, one","If you are at all sensitive to noise, then it is very important that you get a room in the back of the hotel.",sensitive noise important get room back hotel
359,359,[5],0.90829998254776,"room, get, stay, go, tip, staff, good, book, check, like","Perhaps the secret is to book the executive rooms because they certainly are spacious ,you can upgrade on check in,.",perhaps secret book executive room certainly spacious upgrade check
360,360,[5],0.8489999771118164,"room, get, stay, go, tip, staff, good, book, check, like",Room layout good - but would recommend some barrier to stop water from the shower getting the carpet wet,room layout good would recommend barrier stop water shower get carpet wet
361,361,[4],0.916700005531311,"stay, room, hotel, would, get, recommend, want, need, go, one",I highly recommend spending the extra money and staying in one of the rooms on the club level.,highly recommend spending extra money stay one room club level
362,362,[4],0.9236000180244446,"stay, room, hotel, would, get, recommend, want, need, go, one",Our Classic room was a bit small and you might consider upgrading to a larger room if you are staying for very long.,classic room bit small might consider upgrading large room stay long
363,363,[9],0.9427000284194946,"room, stay, go, hotel, look, leave, price, service, expect, place","We were in a deluxe room ,dont be fooled, these are the basic rooms, which was really small, compared to the fantastic villa we had in Benoa for less then half the price,",deluxe room dont fool basic room really small compare fantastic villa benoa less half price
364,364,[6],0.9517999887466431,"hotel, look, place, would, room, upgrade, recommend, street, good, really","The shuttle isnt regular enough, and the town of Ubud is fantastic - loads of lovely restaurants, and quiet away from the main streets - I would really recommend staying in the town.",shuttle regular enough town ubud fantastic load lovely restaurant quiet away main street would really recommend stay town
365,365,[2],0.90829998254776,"go, breakfast, want, think, look, block, get, recommend, around, best","In conclusion, If you are an American planning on going to the Dominican Republic, Think it twice please.",conclusion american planning go dominican republic think twice please
366,366,[7],0.8981000185012817,"would, recommend, hotel, room, stay, need, view, like, make, nice","If you like quietness, as I do, ask for a room at the backside not fasing the street and higher up.",like quietness ask room backside fasing street high
367,367,[5],0.8690000176429749,"room, get, stay, go, tip, staff, good, book, check, like","Do not expect a excellent view, but you cant get it all.",expect excellent view can not get
368,368,[7],0.9236000180244446,"would, recommend, hotel, room, stay, need, view, like, make, nice",Boston itself is a really easy city to walk around and I would highy recommend it for a short break.,boston really easy city walk around would highy recommend short break
369,369,[7],0.90829998254776,"would, recommend, hotel, room, stay, need, view, like, make, nice",A must if you have an unlimited expense account since the rooms are very expensive but certainly worthwhile,must unlimited expense account since room expensive certainly worthwhile
370,370,[11],0.9517999887466431,"room, get, one, take, tip, hotel, use, good, could, drink","Walking to the shops, you may want to mentally prepare yourself for the abuse you will take from the local shop owners,aka vultures, that will swoop down upon you to practically drag you into their shops.",walk shop may want mentally prepare abuse take local shop owner aka vulture swoop upon practically drag shop
371,371,[5],0.9563000202178955,"room, get, stay, go, tip, staff, good, book, check, like","Breakfast was quite pricey at 18euros each, but it was a buffet you could eat as much as you like, so if you have a big appetite, perhaps its good value, and if you didnt want to pay 18euros then dont eat it...",breakfast quite pricey 18 euro buffet could eat much like big appetite perhaps good value want pay 18 euro eat
372,372,[4],0.9388999938964844,"stay, room, hotel, would, get, recommend, want, need, go, one","Stay away from this hotel, if you really need to be downtown stay in a well known chain for a few extra bucks, your peace of mind will be worth it.",stay away hotel really need downtown stay know chain extra buck peace mind worth
373,373,[11],0.8981000185012817,"room, get, one, take, tip, hotel, use, good, could, drink",Tip: pay in cash and have a Rick Steves book to get discounts.,tip pay cash rick steves book get discount
374,374,[2],0.9491000175476074,"go, breakfast, want, think, look, block, get, recommend, around, best","The location is amazing, very near the Duomo ,if you are a light sleeper this can be bad for the tolling bells,, just around the corner from the Piazza Republica and down the street from the Uffizi museum and square.",location amaze near duomo light sleeper bad toll bell around corner piazza republica street uffizi museum square
375,375,[4],0.9491000175476074,"stay, room, hotel, would, get, recommend, want, need, go, one","They offer handicapped accessible rooms which are more spacious and located at the enterior of the hotel ,which I would recommend as those staying with rooms facing the streets often complain of the noise,.",offer handicap accessible room spacious locate enterior hotel would recommend stay room face street often complain noise
376,376,[11],0.6944000124931335,"room, get, one, take, tip, hotel, use, good, could, drink",Dont forget to tip...,forget tip
377,377,[5],0.8166999816894531,"room, get, stay, go, tip, staff, good, book, check, like","Tip, tip, tip and you will not be sorry.",tip tip tip sorry
378,378,[5],0.8981000185012817,"room, get, stay, go, tip, staff, good, book, check, like","Although there are many choices, dont go with an expectation that you will be having a fine dining experience.",although many choice go expectation fine dining experience
379,379,[6],0.9236000180244446,"hotel, look, place, would, room, upgrade, recommend, street, good, really","Drinks: Unless you like really sweet drinks, you might want to consider bringing your own mixers..",drink unless like really sweet drink might want consider bring mixer
380,380,[5],0.8853999972343445,"room, get, stay, go, tip, staff, good, book, check, like","There really is no good wine choice and if you are a wine drinker, bring your own.",really good wine choice wine drinker bring
381,381,[9],0.9388999938964844,"room, stay, go, hotel, look, leave, price, service, expect, place","The beer is okay when cold ,dont forget the bubba keg, and there is always a very happy and gracious bartender to get you whatever you want.",beer okay cold dont forget bubba keg always happy gracious bartender get whatever want
382,382,[8],0.8471999764442444,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla",Wonderful hotel but bring your ear plugs,wonderful hotel bring ear plug
383,383,[0],0.934499979019165,"time, room, check, stay, metro, anything, less, go, good, arrive","If you are looking to do downtown Seattle as a tourist you cannot do much better, in my opinion, than the Best Western Executive Inn.",look downtown seattle tourist can not much good opinion best western executive inn
384,384,[4],0.8981000185012817,"stay, room, hotel, would, get, recommend, want, need, go, one",So I would recommend that if you reserve a room here and cancel SAVE YOUR CANCELATION NUMBER,would recommend reserve room cancel save cancelation number
385,385,[4],0.934499979019165,"stay, room, hotel, would, get, recommend, want, need, go, one",Weve stayed in San Francisco before and I would recommend the Commodore Hotel or another Experience Rewards hotel in the SF area.,stay san francisco would recommend commodore hotel another experience reward hotel sf area
386,386,[2],0.90829998254776,"go, breakfast, want, think, look, block, get, recommend, around, best",Note that the hotel offers great packages on its website - the best way to go.,note hotel offer great package website best way go
387,387,[4],0.95169997215271,"stay, room, hotel, would, get, recommend, want, need, go, one","Also, if you need services find a good front desk clerk, they helped us find a rental car when we were told none were available at all locations we called.",also need service find good front desk clerk help us find rental car tell none available location call
388,388,[4],0.8690000176429749,"stay, room, hotel, would, get, recommend, want, need, go, one","I was happy to get it, but a working minibar would have been preferable.",happy get work minibar would preferable
389,389,[10],0.90829998254776,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night","The mall had many restaurants, including a pretty good dim sum ,recommended,.",mall many restaurant include pretty good dim sum recommend
390,390,[1],0.8471999764442444,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book","The dessert place was very good as well ,also recommended,.",dessert place good also recommend
391,391,[2],0.9427000284194946,"go, breakfast, want, think, look, block, get, recommend, around, best","Its also a great location if you love shopping because Nordstrom and Macys are right up the street as well as 2 big malls, Westlake Center and Pacific Place.",also great location love shop nordstrom macys right street big mall westlake center pacific place
392,392,[11],0.90829998254776,"room, get, one, take, tip, hotel, use, good, could, drink","Bigger rooms , bar at ground floor, bigger reception, but then it wouldnt be the hotel that it is .",big room bar ground floor big reception would hotel
393,393,[4],0.95169997215271,"stay, room, hotel, would, get, recommend, want, need, go, one","If you need to get out and roam, this is not the resort for you, as you are miles away from anything, however there is so much to do right there at the resort I cant imagine why you would need to go anywhere.",need get roam resort mile away anything however much right resort can not imagine would need go anywhere
394,394,[4],0.8690000176429749,"stay, room, hotel, would, get, recommend, want, need, go, one","If you want to rent a car, rent it at the airport, not the resort",want rent car rent airport resort
395,395,[7],0.9460999965667725,"would, recommend, hotel, room, stay, need, view, like, make, nice","They wanted over $300 for 4 days, and we ended up renting at Enterprise for about $125 insurance included , after driving in Puerto Rico I highly recommend taking there insurance,.",want 300 day end rent enterprise 125 insurance include drive puerto rico highly recommend take insurance
396,396,[4],0.9236000180244446,"stay, room, hotel, would, get, recommend, want, need, go, one",Through the resort you can contact a guy named Angel for some of the best scuba diving I have ever done in my life.,resort contact guy name angel best scuba dive ever do life
397,397,[7],0.9388999938964844,"would, recommend, hotel, room, stay, need, view, like, make, nice","The hotel decor is very tasteful and trendy, and while the wallpaper may need a tiny bit of work here and there, as has been mentioned before, its really not a big deal.",hotel decor tasteful trendy wallpaper may need tiny bit work mention really big deal
398,398,[9],0.916700005531311,"room, stay, go, hotel, look, leave, price, service, expect, place","Rooms are clean and nice, but bear in mind you just pay for lodging, service does not seem to be included.",room clean nice bear mind pay lodge service seem include
399,399,[1],0.770799994468689,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book",Both places are highly recommended.,place highly recommend
400,400,[11],0.90829998254776,"room, get, one, take, tip, hotel, use, good, could, drink",If you go to Oahu whereever you stay you HAVE to eat at Aarons in the Ala Moana hotel.,go oahu whereever stay eat aaron ala moana hotel
401,401,[9],0.8690000176429749,"room, stay, go, hotel, look, leave, price, service, expect, place","Crown Plaza is fine, but beware of parking prices",crown plaza fine beware park price
402,402,[7],0.7031999826431274,"would, recommend, hotel, room, stay, need, view, like, make, nice",But make sure to ask for a high floor if you dont like the noise.,make sure ask high floor like noise
403,403,[4],0.5401999950408936,"stay, room, hotel, would, get, recommend, want, need, go, one","Also, you must eat at Landrys.",also must eat landrys
404,404,[5],0.8690000176429749,"room, get, stay, go, tip, staff, good, book, check, like",Do not take the Raymond Hudd suite unless you take both of them,take raymond hudd suite unless take
405,405,[2],0.8853999972343445,"go, breakfast, want, think, look, block, get, recommend, around, best","But for a true represenation, go to the five star alliance website.",true represenation go five star alliance website
406,406,[4],0.8981000185012817,"stay, room, hotel, would, get, recommend, want, need, go, one","However, if you plan to take an afternoon nap, bring ear plugs.",however plan take afternoon nap bring ear plug
407,407,[2],0.9236000180244446,"go, breakfast, want, think, look, block, get, recommend, around, best","To get a cheap rate, look around online for the lowest rate, then call the motel directly.",get cheap rate look around online low rate call motel directly
408,408,[4],0.934499979019165,"stay, room, hotel, would, get, recommend, want, need, go, one",La Luna could dampen this noise significantly if they were to seal the door so that it fits better in the door frame.,laugh lot luna could dampen noise significantly seal door fit well door frame
409,409,[9],0.8853999972343445,"room, stay, go, hotel, look, leave, price, service, expect, place",I recommend not staying in room X01-X12 where X is the floor number.,recommend stay room x01 x12 floor number
410,410,[4],0.8166999816894531,"stay, room, hotel, would, get, recommend, want, need, go, one",Ask for room not facing street.,ask room face street
411,411,[11],0.9427000284194946,"room, get, one, take, tip, hotel, use, good, could, drink","Recommend walking two blocks to Judys cafe on Chestnut St. for breakfast ,they only take cash, but good portions of good food,.",recommend walk two block judys cafe chestnut st breakfast take cash good portion good food
412,412,[1],0.8690000176429749,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book","If you are looking for a fancy, corporate Marriot or Sheraton, this is not the place for you.",look fancy corporate marriot sheraton place
413,413,[7],0.9294999837875366,"would, recommend, hotel, room, stay, need, view, like, make, nice","But if you prefer to stay in a cozy and comfortable bed and breakfast type of hotel, the Avenue Garden is the perfect fit.",prefer stay cozy comfortable bed breakfast type hotel avenue garden perfect fit
414,414,[5],0.770799994468689,"room, get, stay, go, tip, staff, good, book, check, like",Just remember to GO EARLY.,remember go early
415,415,[8],0.934499979019165,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla",They either need to rewrite the policy on the amount of time a cart can be kept by guests or put DVD players in all rooms.,either need rewrite policy amount time cart keep guest put dvd player room
416,416,[4],0.9491000175476074,"stay, room, hotel, would, get, recommend, want, need, go, one","For both the beach and the pool, if you want a chair under a palapa to cover yourself from the sun, I suggest you get their early ,between 8 and 8:30, or before you have breakfast, take your towels and leave them on the chairs you want.",beach pool want chair palapa cover sun suggest get early 30 breakfast take towel leave chair want
417,417,[5],0.8166999816894531,"room, get, stay, go, tip, staff, good, book, check, like",Please remember to tip the staff.,please remember tip staff
418,418,[8],0.934499979019165,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla","If you go to the Mexican, dont leave without savoring mega amounts of a local topping called pico de gauaio.",go mexican leave without savor mega amount local topping call pico de gauaio
419,419,[9],0.954200029373169,"room, stay, go, hotel, look, leave, price, service, expect, place","The cave itself is gorgeous but take a swimsuit and change of clothes, you will be wet and muddy upon completion of the tour and a video of your adventure is available for a nominal fee on VHS, CD or DVD.",cave gorgeous take swimsuit change clothes wet muddy upon completion tour video adventure available nominal fee vhs cd dvd
420,420,[7],0.8853999972343445,"would, recommend, hotel, room, stay, need, view, like, make, nice",Must see Getty Centre and the Grove shopping road.,must see getty centre grove shop road
421,421,[7],0.8853999972343445,"would, recommend, hotel, room, stay, need, view, like, make, nice",Tip choose a floor above the tenth floor for great views.,tip choose floor tenth floor great view
422,422,[11],0.8690000176429749,"room, get, one, take, tip, hotel, use, good, could, drink","Other than the frozen drinks, I would not reccommend a mixed drink here.",frozen drink would reccommend mixed drink
423,423,[8],0.8471999764442444,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla",Dont open curtains as you will only view filthy windows.,open curtain view filthy window
424,424,[5],0.8853999972343445,"room, get, stay, go, tip, staff, good, book, check, like",Alcohol was top shelf - try a vodka lime juice,alcohol top shelf try vodka lime juice
425,425,[0],0.8981000185012817,"time, room, check, stay, metro, anything, less, go, good, arrive","Finally, if you stay here, be very careful when going down into the metro and all of the time you stay on the metro.",finally stay careful go metro time stay metro
426,426,[0],0.9646999835968018,"time, room, check, stay, metro, anything, less, go, good, arrive","Put your valuables in a zippered pouch inside your clothing, dont carry a backpack, keep an eye on anything you put down beside you in a restaurant, walk in caravans, dont let people surround you on the metro: make sure you are near an exit door.",put valuable zipper pouch inside clothing carry backpack keep eye anything put beside restaurant walk caravan let people surround metro make sure near exit door
427,427,[10],0.8166999816894531,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night","Be aware of your surroundings at all times, and you wont be a victim.",aware surroundings time victim
428,428,[4],0.9388999938964844,"stay, room, hotel, would, get, recommend, want, need, go, one","If you go on this trip bring items from your dollar stores ,pencils, markers, coloring books, for gifts for these children and watch their reactions.",go trip bring item dollar store pencil marker color book gifts child watch reaction
429,429,[4],0.90829998254776,"stay, room, hotel, would, get, recommend, want, need, go, one","I recommend adding the breakfast to the room charge, the buffet is varied and an excellent value.",recommend add breakfast room charge buffet vary excellent value
430,430,[11],0.8471999764442444,"room, get, one, take, tip, hotel, use, good, could, drink","For the location, you are much better off at the Hyatt Regency.",location much well hyatt regency
431,431,[7],0.5928000211715698,"would, recommend, hotel, room, stay, need, view, like, make, nice",I would highly recommend an upgrade for that price.,would highly recommend upgrade price
432,432,[5],0.5514000058174133,"room, get, stay, go, tip, staff, good, book, check, like","For a good breakfast right on the beach check out Dukes ,less than a 5 minute walk from the hotel,.",good breakfast right beach check duke less minute walk hotel
433,433,[4],0.90829998254776,"stay, room, hotel, would, get, recommend, want, need, go, one","If youre in the mood to splurge, the Royal Hawaiian ,pink hotel, has a great breakfast but it is pricey.",mood splurge royal hawaiian pink hotel great breakfast pricey
434,434,[9],0.7742000222206116,"room, stay, go, hotel, look, leave, price, service, expect, place","If youre looking for a reasonably priced nice hotel steps away from the beach, I would recommend staying at the Waikiki Parc.",look reasonably price nice hotel step away beach would recommend stay waikiki parc
435,435,[7],0.8471999764442444,"would, recommend, hotel, room, stay, need, view, like, make, nice","Overall, I would highly recommend this hotel.",overall would highly recommend hotel
436,436,[4],0.90829998254776,"stay, room, hotel, would, get, recommend, want, need, go, one","Remember to bring comfy walking shoes, the Melia Caribe Tropical is huge",remember bring comfy walking shoe melia caribe tropical huge
437,437,[10],0.9294999837875366,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night","I highly recommend this hotel to anyone wishing to avoid the giant impersonal hotels, as you will have all the amenities and none of the hassle.",highly recommend hotel anyone wish avoid giant impersonal hotel amenity none hassle
438,438,[7],0.8690000176429749,"would, recommend, hotel, room, stay, need, view, like, make, nice",If I had to recommend only one hotel in would be the Affinia Gardens.,recommend one hotel would affinia garden
439,439,[9],0.8166999816894531,"room, stay, go, hotel, look, leave, price, service, expect, place","If you are going to Barcelona, this is the place to stay.",go barcelona place stay
440,440,[4],0.8471999764442444,"stay, room, hotel, would, get, recommend, want, need, go, one",I think guests should get to park for free.,think guest get park free
441,441,[3],0.545199990272522,"good, hotel, would, walk, free, take, minute, recommend, berlin, make",Avoid the first floor and you will be fine.,avoid first floor fine
442,442,[11],0.8471999764442444,"room, get, one, take, tip, hotel, use, good, could, drink",Bring a Lan cable for your laptop in the room.,bring lan cable laptop room
443,443,[10],0.934499979019165,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night","Tips: When you take the tram going back to the hotel, make sure it does NOT say Happy Valley or Causeway Bay.",tip take tram go back hotel make sure say happy valley causeway bay
444,444,[7],0.8853999972343445,"would, recommend, hotel, room, stay, need, view, like, make, nice",Make sure to go to Aberdeen and take a sanpan ride.,make sure go aberdeen take sanpan ride
445,445,[9],0.3346000015735626,"room, stay, go, hotel, look, leave, price, service, expect, place","Its not a luxury hotel but if you are looking for something a little outside the city, its a good choice and a good price for Amsterdam.",luxury hotel look something little outside city good choice good price amsterdam
