,Title,Body,Cleaned Data,Cluster,cluster_id
412,120848:14,"But if you prefer to stay in a cozy and comfortable bed and breakfast type of hotel, the Avenue Garden is the perfect fit.",prefer stay cozy comfortable bed breakfast type hotel avenue garden perfect fit,staff,3
413,252350:13,Just remember to GO EARLY.,remember go early,service,6
414,252350:13,They either need to rewrite the policy on the amount of time a cart can be kept by guests or put DVD players in all rooms.,either need rewrite policy amount time cart keep guest put dvd player room,quality,1
415,578371:551,"For both the beach and the pool, if you want a chair under a palapa to cover yourself from the sun, I suggest you get their early ,between 8 and 8:30, or before you have breakfast, take your towels and leave them on the chairs you want.",beach pool want chair palapa cover sun suggest get early 30 breakfast take towel leave chair want,location,2
416,578371:551,Please remember to tip the staff.,please remember tip staff,service,6
417,218524:2383,"If you go to the Mexican, dont leave without savoring mega amounts of a local topping called pico de gauaio.",go mexican leave without savor mega amount local topping call pico de gauaio,service,6
418,218524:2383,"The cave itself is gorgeous but take a swimsuit and change of clothes, you will be wet and muddy upon completion of the tour and a video of your adventure is available for a nominal fee on VHS, CD or DVD.",cave gorgeous take swimsuit change clothes wet muddy upon completion tour video adventure available nominal fee vhs cd dvd,service,6
419,224168:162,Must see Getty Centre and the Grove shopping road.,must see getty centre grove shop road,service,6
420,224168:162,Tip choose a floor above the tenth floor for great views.,tip choose floor tenth floor great view,service,6
421,611114:114,"Other than the frozen drinks, I would not reccommend a mixed drink here.",frozen drink would reccommend mixed drink,service,6
422,85147:323,Dont open curtains as you will only view filthy windows.,open curtain view filthy window,service,6
423,583034:108,Alcohol was top shelf - try a vodka lime juice,alcohol top shelf try vodka lime juice,service,6
424,646326:7,"Finally, if you stay here, be very careful when going down into the metro and all of the time you stay on the metro.",finally stay careful go metro time stay metro,value,4
425,646326:7,"Put your valuables in a zippered pouch inside your clothing, dont carry a backpack, keep an eye on anything you put down beside you in a restaurant, walk in caravans, dont let people surround you on the metro: make sure you are near an exit door.",put valuable zipper pouch inside clothing carry backpack keep eye anything put beside restaurant walk caravan let people surround metro make sure near exit door,service,6
426,646326:7,"Be aware of your surroundings at all times, and you wont be a victim.",aware surroundings time victim,service,6
427,265628:343,"If you go on this trip bring items from your dollar stores ,pencils, markers, coloring books, for gifts for these children and watch their reactions.",go trip bring item dollar store pencil marker color book gifts child watch reaction,room,5
428,325490:32,"I recommend adding the breakfast to the room charge, the buffet is varied and an excellent value.",recommend add breakfast room charge buffet vary excellent value,quality,1
429,109454:31,"For the location, you are much better off at the Hyatt Regency.",location much well hyatt regency,service,6
430,114026:59,I would highly recommend an upgrade for that price.,would highly recommend upgrade price,staff,3
431,114026:59,"For a good breakfast right on the beach check out Dukes ,less than a 5 minute walk from the hotel,.",good breakfast right beach check duke less minute walk hotel,staff,3
432,114026:59,"If youre in the mood to splurge, the Royal Hawaiian ,pink hotel, has a great breakfast but it is pricey.",mood splurge royal hawaiian pink hotel great breakfast pricey,staff,3
433,114026:59,"If youre looking for a reasonably priced nice hotel steps away from the beach, I would recommend staying at the Waikiki Parc.",look reasonably price nice hotel step away beach would recommend stay waikiki parc,value,4
434,80793:145,"Overall, I would highly recommend this hotel.",overall would highly recommend hotel,staff,3
435,149399:522,"Remember to bring comfy walking shoes, the Melia Caribe Tropical is huge",remember bring comfy walking shoe melia caribe tropical huge,service,6
436,93335:32,"I highly recommend this hotel to anyone wishing to avoid the giant impersonal hotels, as you will have all the amenities and none of the hassle.",highly recommend hotel anyone wish avoid giant impersonal hotel amenity none hassle,staff,3
437,93467:7,If I had to recommend only one hotel in would be the Affinia Gardens.,recommend one hotel would affinia garden,staff,3
438,296915:84,"If you are going to Barcelona, this is the place to stay.",go barcelona place stay,service,6
439,1049387:12,I think guests should get to park for free.,think guest get park free,room,5
440,275848:117,Avoid the first floor and you will be fine.,avoid first floor fine,service,6
441,305861:6,Bring a Lan cable for your laptop in the room.,bring lan cable laptop room,quality,1
442,305861:6,"Tips: When you take the tram going back to the hotel, make sure it does NOT say Happy Valley or Causeway Bay.",tip take tram go back hotel make sure say happy valley causeway bay,staff,3
443,305861:6,Make sure to go to Aberdeen and take a sanpan ride.,make sure go aberdeen take sanpan ride,service,6
444,230104:5,"Its not a luxury hotel but if you are looking for something a little outside the city, its a good choice and a good price for Amsterdam.",luxury hotel look something little outside city good choice good price amsterdam,staff,3
445,478252:955,Beware as in the trip info it says that you can go snorkling but no gear is provided so if you want to snorkle take you own gear.,beware trip information say go snorkling gear provide want snorkle take gear,service,6
446,478252:955,"you dont need a blow dryer one is provided, if you want to buy rum and cigars either get them at the Hotel or go to the factory.",need blow dryer one provide want buy rum cigar either get hotel go factory,staff,3
